ID,Pregunta,Respuesta,Video
39905,Â¿Como solucionar problema de desbordamiento numÃ©rico (se han perdido datos)?,"1 - Ingrese en el menÃº {Utilidades/ Herramientas del Sistema}.

2 - En el apartado {ArtÃ­culos}.

3 - Haga clic en el botÃ³n [1.6 Reprocesar promedio ponderado].

4 - Coloque una fecha inicial y haga clic en [OK].

5 - Le traerÃ¡ por defecto la fecha del dÃ­a, directamente haga click en [OK].

6 - Confirme la opciÃ³n del mensaje y listo.",
39959,"Â¿Como obtener un informe de deudas de un alumno.? (Aquí te dejo 3 palabras clave o sinónimos técnicos para buscar:

Informe de deudas estudiantiles, Deuda académica, Nota de adeudos estudiantiles.)","TAG: cuenta / padre / tutor 

1 - Ingrese en el menÃº {Administrativa / GestiÃ³n de Deudas / Informe de Deudas}.
2 - Ingrese el rango de fecha y rango de fecha de vencimiento.
3 - Puede usar los filtros de: Alumno, Periodo, Tutor, Convenio, Arancel y Curso si desea uno especÃ­fico.
4 - Puede utilizar el filtro de [SituaciÃ³n de Deudas].
5 - El filtro de [SituaciÃ³n de Inscriptos].
6 - El filtro de [Ordenado], para ordenarlo como desee.
7 - Luego haga clic en el botÃ³n [Procesar].
8 - AllÃ­ puede hacer clic en cualquiera de los botones de cada tipo de informe para visualizarlo.",
39960,En el momento de vender no quiero que se modifique la fecha de la venta.,"1 - Ingrese en el menÃº {Utilidades / Configuraciones}.
2 - Ingrese al apartado {Ventas 3.08}.
3 - En el apartado de [Solicita], desmarque la casilla de la palabra FECHA, haciendo clic en ella.",
39984,"Â¿Como crear/registrar un nuevo artÃ­culo/producto? (Aquí te dejo 3 palabras clave o sinónimos técnicos para buscar:

Crear, registrar, catalogar)","1 - Ingrese en el menÃº {Tablas/ Articulos y Stock\ Registrar ArtÃ­culo}.
2 - Si quiere el sgte. codigo, haga clic en el botÃ³n [+] o aprete F12.
3 - Si desea colocar un cÃ³digo manual, directamente digite el cÃ³digo en el Campo (CÃ³digo) y presione ENTER.
4 - Coloque el nombre o la descripciÃ³n del articulo
5 - Y en agrupaciÃ³n puede colocar el grupo al cual pertenece, si no existe, puede crearlo con el botÃ³n [...].
6 - Los mismos pasos para Marca y ClasificaciÃ³n, si no es relevante, solo presione ENTER en los Campos.
7 - En campo costo, coloque el precio de Costo.
8 - En campo Precio Establecido, coloque el precio del artÃ­culo.
9 - Por ultimo, haga clic en el boton [Guardar].",
39986,Â¿Como hacer que todas las ventas que fueron cargadas en Exenta se cambie a Iva 10%?,"#tags: impuesto 

1 - Ingrese en el menÃº {Utilidades/Organizador/Comando}.
2 - Inserte el Sgt Comando:
   UPDATE venitem SET vit_valiva=10,vit_exegra=""I""
3 - Haga clic en el botÃ³n [Ejecutar].",
39989,Â¿Como hacer que todos los Articulos / productos que fueron cargados en Exenta se cambie a Iva 10%?,"#tags: impuesto 

1 - Ingrese en el menÃº {Utilidades/Organizador/Comando}.
2 - Inserte el Sgt Comando:
   update articulo set art_impu=10,art_exegra=""I""
3 - Haga clic en el botÃ³n [Ejecutar].",
40212,Â¿CÃ³mo colocar contraseÃ±a al filtro de SituaciÃ³n en venta por comanda?,"1 - Ingrese desde el menÃº a {Utilidades/ Configuraciones/ Venta x Comanda}.
 2 - Haga clic en el botÃ³n [SeÃ±a modificar filtro de situaciÃ³n].
 3 - Ingrese la seÃ±a que desea colocar y presione la tecla ENTER.
 4 - Repita la seÃ±a para confirmar y vuelva a presionar la tecla ENTER.
 5 - Haga clic en el botÃ³n [Actualizar].",
40213,"Â¿Como hacer que al imprimir o sacar el ticket de venta, automÃ¡ticamente se cierre la mesa y quede en rojo en venta por comanda?","1 - Ingrese desde el menÃº a {Utilidades/ Configuraciones/ Venta x Comanda}.
 2 - Haga click en la opciÃ³n o casilla de [Cierre automÃ¡tico de mesa al imprimir ticket.]
 3 - Haga clic en el botÃ³n [Actualizar].",
40214,Â¿Como quitar o inabilitar el botÃ³n crÃ©dito al guardar o procesar una venta? //  Solo vender al contado,"1-  Ingrese desde el menÃº en {Utilidades/Configuraciones/Venta 1.06}.
 2 - En el apartado de Venta por Escritorio.
 3 - Haga click en la opciÃ³n o casilla [Deshabilitar el botÃ³n CrÃ©dito(R) o Contado (C) en ConfirmaciÃ³n de Venta por Escritorio].

Obs: Tambien se aplica para Venta por Comanda y Mostrador-",
40295,"Â¿Como cambiar el numero de timbrado, el numero de fechas de vigencias y rango para la autoimpresion de facturas en venta?","1) Ingrese en  Menu {Utilidades/ Configuraciones}
2) En la pestaÃ±a {Venta Imp .17}  Ingrese en el boton [Cfg] de ""Tipo de Factura"".  El tipo de factura debe ser el 10 
3) Modificar el timbrado y las fechas de inicio y fin de vigencia de acuerdo al documento de la SET
4) Presione las teclas {Ctrl+w}
5) Presione el boton [Actualizar]

6) Ingrese al menu {Tablas/ Registrar cajero}
7) En el buscador escriba ""cajeros varios"" y presione el boton {Traer}
8) Segun el documento de la SET modifique los datos
       8.1) Nro Establecimiento
       8.2) Nro Punto de expedicion
       8.3) Ultimo numero de factura legal utilizado = 0
       8.4) Ultimo numero de factura legal autorizado = (ultimo numero de rango) (ejemplo 10000)
       8.5) Avisa cuando nro de factura llega a (ejemplo 9500)
9) Presione el boton [Guardar], luego el boton [Salir].",
40323,[PF] cual es la configuracion que se dbee realizar para que una computadora quede prendido.,"Los Pasos

*Entrar en la bios
             *La pestaÃ±a Avanzada
                       *ACPI configuracion
                                 *Restores on AC/power loss
                                           *power on

con esta configuracion ya se enciende automatica la pc.",
40361,"Como definir plazo/fecha de deuda al comprar. (Aquí te dejo 3 palabras clave o sinónimos técnicos para buscar:

Vencimiento deuda, plazo de pago, fecha límite de pago.)","1) Ingrese en  Menu {Utilidades/ Configuraciones}
2) En la pestaÃ±a {Compra.03}  
3) En la opcion {Plazo de Compra} completar el campo con la cantidad de dias que se desee definir el plazo de vencimiento. Si desea que el vencimiento sea el mismo dia entonces coloque el valor 0.
5) Presione el boton [Actualizar]",
40500,[PF] Como activo para que me avise unos dias  antes el vencimiento de Licencia.,"Tag: Licencia/ 

1. Ingrese en el Menu {Utilidades/ Configuraciones},
2. Elija la pestaÃ±a [Avanzadas]
3. En la opcion ""Cantidad de dias de anticipacion para aviso del vencimiento de Licencia"", coloque la cantidad de dia. Ej. 3
3. Luego haga clic en [Actualizar]. 
4. Salga del Sistema Baris y vuelva a Ingresar.",
40669,"Â¿Como anular una venta en venta por comanda? (Aquí te dejo 3 palabras clave o sinónimos técnicos para buscar:

Cancelación de venta, anulación de comanda, deshacer venta.)","1 - Ingrese en el menÃº {Ventas}.
2 - Si la venta procesada no aparece en pantalla.
3 - Ubique el Filtro de [SituaciÃ³n] que estÃ¡ al lado del cuadro donde estan las ventas y Seleccione [Todas].
4 - AllÃ­, utilize el botÃ³n [Buscar] y coloque el nÃºmero de la venta que desea anular para que lo lleve hasta Ã©l.
5 - Haga click sobre el botÃ³n [Ctrl F5 - Anular].
6 - Confirme su anulaciÃ³n.",
40681,"Â¿Como puedo obtener informe de ventas anuladas? (Aquí te dejo 3 palabras clave o sinónimos técnicos para buscar:

Informe de ventas canceladas, reporte de ventas anuladas, estadísticas de ventas desestimadas.)","#Tags: ventas eliminadas 

1 - Ingrese en el menÃº {Movimientos/ Informe de Venta}.
2 - Seleccione el rango de fecha de las ventas.
3 - Si quiere puede usar filtros como: Vendedores etc.
4 - Haga click en el botÃ³n [Procesar].
5 - Haga click en el botÃ³n [Informe de Ventas Anuladas].",
40684,"Â¿CÃ³mo asignar una contraseÃ±a para la anulaciÃ³n de ventas? (Aquí te dejo 3 palabras clave o sinónimos técnicos para buscar:

Cancelar, anulación de ventas, contraseña de anulación de ventas)","1- Ingrese desde el menÃº {Utilidades/Configuraciones/Venta 3.08}.
2- Presione el botÃ³n [seÃ±a para anular venta] donde le solicitarÃ¡ la contraseÃ±a, repita dos veces.
3- Presione el botÃ³n [Actualizar]",
40685,"Â¿CÃ³mo asignar una contraseÃ±a para la anulaciÃ³n de compras? (Aquí te dejo 3 palabras clave o sinónimos técnicos para buscar:

Cancelación de compras, anulación de pedidos, deshacer transacciones)","1- Ingrese desde el menÃº en {Utilidades/Configuraciones/compra.03}.
2- Presione sobre el botÃ³n [seÃ±a para anular compra] donde le solicitarÃ¡ la contraseÃ±a que debera repetir dos veces.
3- Presione el botÃ³n [Actualizar]",
40686,"Â¿CÃ³mo asignar una contraseÃ±a para la anulaciÃ³n de cobranza? (Aquí te dejo 3 palabras clave o sinónimos técnicos para buscar:

contraseña de anulación de cobranza, contraseña de cancelación de cobro, contraseña de cancelación de pago)","1- Ingrese desde el menÃº en {Utilidades/Configuraciones/Cobranza 10}.
2- Presione sobre el botÃ³n [seÃ±a para anular cobranza] donde le solicitarÃ¡ la contraseÃ±a que debera repetir dos veces.
3- Presione el botÃ³n [Actualizar]",
40721,Â¿Como quitar un informe / reporte de Caja totalizado / sumarizado / resumido por fecha?,"1 - Ingrese en el menÃº {Procesos/ GestiÃ³n de caja/ Informe de Caja}.
2 - Seleccione el rango de fecha que desea visualizar y los filtros que desee.
3 - Haga click en el botÃ³n [Procesar].
4 - Haga click en el botÃ³n [Totalizado por Fecha].",
40742,Â¿Como eliminar una cuenta o saldo pendiente de un cliente?,"1. Ingrese en el menu {Movimiento\ Mantenimiento de Cuenta}

2. Identifique al Cliente usando el Filtro de [Cliente].

3.  Posicionese en la grilla sobre el Cliente que desea.

4. Haga click en el BotÃ³n [Eliminar].",
40857,Â¿Como establecer / modificar / eliminar seÃ±a para modificar una Venta en Venta por Escritorio?,"1 - Ingrese en el menÃº {Utilidades/ Configuraciones/ Venta 3.08}.
2 - Haga click en el botÃ³n [SeÃ±a para Modificar Venta].
3 - Ingrese la seÃ±a que desee y presione la tecla ENTER.
4 - Luego vuelva a repetir la seÃ±a para confirmar y presione la tecla ENTER.",
40911,Â¿Como puedo saber el stock de un articulo a una fecha determinada?,"Tags: Historico de producto / cantidad / inventario. 

1. Ingrese en el menu: [Informes\Historico de Articulos].
2. Filtrar por el rango de fecha deseado, luego identifique el producto y el deposito a verificar el historico de stock.
3. Haga clic en el boton {Procesar}.
4. Luego haga clic en el boton {Imprimir}
El Informe le mostrara todos los movimientos de ingreso y/o egreso, como tambien el saldo segun los movimientos del articulo en orden cronologico.",
42966,Â¿Como colocar ruta a los artÃ­culos para impresiÃ³n de comanda en la cocina?,"TAG: Impresora/ direccionar 

1 - Ingrese desde el menÃº en {Tablas/ Registrar ArtÃ­culo/ Consulta}.
2 - Haga click en el botÃ³n [ Editar ], que estÃ¡ en la parte de abajo.
3 - En la tabla que aparece, haga click en el campo de [Ruta para impresiÃ³n de ArtÃ­culo].
4 - Coloque la ruta de la impresora para cada artÃ­culo a imprimir la comanda, siguiendo estos parametros: \\(nombre de la PC)\(nombre de la impresora).
Ejemplo: \\servidor\caja.",
43103,Como veo en la lista de articulos el precio del producto.,"1 - Ingresar en la opcion {Utilidades/ConfiguraciÃ³n}.
2 - Hacer click en la pestaÃ±a [Articulo 02].
3 - En el opcion ""Metodo de visualizacion de ventana de articulo', coloque el valor 2
4 - Click en [Actualizar]",
43109,Â¿ Como configurar / hacer que los vendedores utilizen / usen solo algunos canales ?,"1 - Ingrese en el menÃº {Utilidades/ Configuraciones/ Canal de Venta.25 }.
2 - Haga click en el botÃ³n [Nuevo].
3 - Ingrese en la grilla habilitada, el cÃ³digo del Vendedor, luego el cÃ³digo del Canal para relacionarlos.
4 - Haga click en el botÃ³n [Actualizar].
5- Luego, para establecer que el canal solo sea utilizado por los vendedores habilitados o establecidos.
6 - Ingrese en el menÃº {Tablas/ Registrar Canal }.
7 - En el campo de arriba de color naranjado, escriba el nombre de canal que desea configurar y presione ENTER 2 veces o haga click en el botÃ³n [Traer].
8 - Haga clik en la opciÃ³n [  ] Utilizar canal solo con vendedores establecidos en configuraciÃ³nes.
9 - Haga click en el botÃ³n [Guardar].",
43141,"Â¿Como hacer / utilizar apertura y cierre de Caja? (Aquí te dejo 3 palabras clave o sinónimos técnicos para buscar:

Llave de caja, apertura de cofre, cerradura de seguridad.)","Link de Video en Youtube:  

1 - Ingrese en {Caja}.
2 - Haga click en el botÃ³n [Apert. y Cierre].

-------------Apertura----------------

3 - Haga click en el botÃ³n [Nuevo].
4 - Si le salta un mensaje de ConfirmaciÃ³n para utilizar Apertura y Cierre de Caja, haga click en el botÃ³n [Si], sino, omita el paso.
5 - Inserte la Fecha, Seleccione el Cajero que estÃ¡ abriendo la Caja y Seleccione la Caja que va a abrir.
6 - Luego coloque desde que dÃ­a y que hora, hasta que dÃ­a y que hora quedarÃ¡ abierta esa Caja.
7 - Haga click en el botÃ³n [Guardar].

----------------Cierre----------------

8 - Seleccione la apertura que desea cerrar y haga click en el botÃ³n [Cerrar].
9 - Elija si desea cargar el monto total de Cada moneda o si desea registrar por cantidad de cada billete.
10 - Vaya hasta el campo [Canti], y allÃ­ cargue la cantidad.
Ejemplo:

 Efectivo Gs / Valor = 1 / Canti = 500.000 / Monto = 500.000

 Efectivo Gs 100.000 / Valor = 100.000 / Canti = 5 / Monto = 500.000

11 - Por Ãºltimo haga click en el botÃ³n [Guardar].",https://www.youtube.com/watch?v=HWaUqOTB_Tw
S/ID,"-------------------------------- (Aquí te dejo 3 palabras clave o sinónimos técnicos para buscar ""--------------------------------"":

Guiones, líneas horizontales, barras de guión.)","Con ello, se registra una salida de la Caja con el monto ingresado en el Cierre de Caja.",
43219,Â¿Como solucionar el problema o error de Las instrucciones SELECT no son compatibles con UNION en el Informe de Ventas?,"1 - Ingrese en la carpeta del Baris
2 - Ingrese en la carpeta data.
3 - Busque el archivo hven.dbf y elimine el archivo.
4 - Luego ingrese de vuelta al Sistema.
5 - Ingrese en el menÃº {Utilidades/ Organizador}.
6 - Haga click en el botÃ³n [Actualizar nuevas estructuras], con esto se volverÃ¡ a crear el archivo hven.dbf y dejarÃ¡ de saltar el error.",
43220,Â¿Como configurar para que cada vez que se carguen artÃ­culos o pedidos en una mesa solicite el vendedor?,"1 - Ingrese en el menÃº {Utilidades/ Configuraciones/ Ventas x Comanda.31}.
2 - Active la opciÃ³n haciendo clik en    [  ] Solicita vendedor cada vez que carga una comanda.",
43226,Â¿Como colocar seÃ±a para procesar venta en Venta x comanda?,"1 - Ingrese en el menÃº {Utilidades/ Configuraciones/ Ventas x Comanda.31}.
2 - Haga click en el botÃ³n [SeÃ±a para procesar Venta x comanda].
3 - Ingrese la seÃ±a y presione ENTER, vuelva a repetir la seÃ±a y presione ENTER.",
43294,Â¿Como crear una cuenta o arancel para poder cobrar directo en cobranza sin tener una deuda previa?,"TAG: Cobranza / Cuenta / 

1 - Ingrese en el menÃº {Tablas / Registrar Arancel}.
2 - Ingrese la descripcion y el monto del arancel
3 - Marque la opcion Cobra Directo (sin necesidad de tener deuda)
4 - Luego haga clic en el botÃ³n [Guardar].
5 - Ya puede ir en cobranza y efectuar una cobranza seleccionado el arancel correspondiente sin tener una deuda previa.",
43336,Â¿ Como protejo el nombre del Cliente. No quiero que ningun usuario modifique nombre del cliente sin mi consentimiento?,"Tags: Cambiar / modificar / contraseÃ±a / permiso 

1. Ingrese en la opcion el Menu: [Utilidades/ Configuraciones]

2. Haga clic en la pestaÃ±a (Cliente), luego clic en el boton {SeÃ±a para Modificar nombre del Cliente}, establezca una contraseÃ±a para que solo con esa contraseÃ±a se pueda modificar el nombre del cliente.

3. Si no desea activar esta funcionalidad no coloque ninguna contraseÃ±a.

Obs: Los nuevos clientes creados en la fecha podran ser modificado sin la necesidad de la contraseÃ±a, transcurrido el minimo de (1) un dia ya serÃ¡ solictado la contraseÃ±a correspondiente para poder modificar el nombre del mismo.",
43430,[PF] Cada dia al ingresar me pregunta si quiero hacer copia de seguridad. No quiero mas que me pregunte,"1. Ingrese en el menu [Utilidades\Configuraciones] PestaÃ±a Valores. 
2. Desactive la opcion: Verifica si se hizo copia de seguridad.
3. Haga clic en el boton [Actualizar].",
43474,Â¿Como eliminar nota de credito que tiene un cliente a su favor?,"1 - Ingrese al menÃº {Movimientos/ Nota de CrÃ©dito/ Registrar Nota de CrÃ©dito}.
2 - Utilize el Filtro de Cliente en la parte de abajo para buscar la nota de crÃ©dito emitida al cliente y haga click en el botÃ³n [Filtrar].
3 - Seleccione la nota de crÃ©dito que desea eliminar haciendo click sobre Ã©l.
4 - Haga clck en el botÃ³n [Eliminar].
5 - Confirme la acciÃ³n y haga clik en el botÃ³n [Aceptar].",
43481,"Â¿Como quitar Informe de Cobranza global y por Alumno? (Aquí te dejo 3 palabras clave o sinónimos técnicos para buscar:

Informe de Cobranza, Cobranza global, Cobranza por Alumno, Cancelar Cobranza, Eliminar Cobranza, Desactivar Cobranza, Cobranza estudiantil, Cobranza institucional, Cobranza académica, Cobranza financiera, Cobranza administrativa, Cobranza deudas, Cobranza adeudos, Cobranza pendientes, Cobranza adeudos pendientes, Cobranza adeudos estudiantiles, Cobranza adeudos institucionales, Cobranza adeudos académicos, Cobranza adeudos financieros, Cobranza adeudos administrativos, Cobranza adeudos pendientes estudiantiles, Cobranza adeudos pendientes institucionales, Cobranza adeudos pendientes académicos, Cobranza adeudos pendientes financieros, Cobranza adeudos pendientes administrativos, Cobranza adeudos pendientes deudas, Cobranza adeudos pendientes adeudos, Cobranza adeudos pendientes adeudos pendientes, Cobranza adeudos pendientes adeudos pendientes estudiantiles, Cobranza adeudos pendientes adeudos pendientes institucionales, Cobranza adeudos pendientes adeudos pendientes académicos, Cobranza adeudos pendientes adeudos pendientes financieros, Cobranza adeudos pendientes adeudos pendientes administrativos, Cobranza adeudos pendientes adeudos pendientes deudas, Cobranza adeudos pendientes adeudos pendientes adeudos, Cobranza adeudos pendientes adeudos pendientes adeudos pendientes, Cobranza adeudos pendientes adeudos pendientes adeudos pendientes estudiantiles, Cobranza adeudos pendientes adeudos pendientes adeudos pendientes institucionales, Cobranza adeudos pendientes adeudos pendientes adeudos pendientes académicos, Cobranza adeudos pendientes adeudos pendientes adeudos pendientes financieros, Cobranza adeudos pendientes adeudos pendientes adeudos pendientes administrativos, Cobranza adeudos pendientes adeudos pendientes adeudos pendientes deudas, Cobranza adeudos pendientes adeudos pendientes adeudos pendientes adeudos, Cobranza adeudos pendientes adeudos pendientes adeudos pendientes adeudos pendientes, Cobranza adeudos pendientes adeudos pendientes adeudos pendientes adeudos pendientes estudiantiles, Cobranza adeudos pendientes adeudos pendientes adeudos pendientes adeudos pendientes institucionales, Cobranza adeudos pendientes adeudos pendientes adeudos pendientes adeudos pendientes académicos, Cobranza adeudos pendientes adeudos pendientes adeudos pendientes adeudos pendientes financieros, Cobranza adeudos pendientes adeudos pendientes adeudos pendientes adeudos pendientes administrativos, Cobranza adeudos pendientes adeudos pendientes adeudos pendientes adeudos pendientes deudas, Cobranza adeudos pendientes adeudos pendientes adeudos pendientes adeudos pendientes adeudos, Cobranza adeudos pendientes adeudos pendientes adeudos pendientes adeudos pendientes adeudos pendientes, Cobranza adeudos pendientes adeudos pendientes adeudos pendientes adeudos pendientes adeudos pendientes estudiantiles, Cobranza adeudos pendientes adeudos pendientes adeudos pendientes adeudos pendientes adeudos pendientes institucionales, Cobranza adeudos pendientes adeudos pendientes adeudos pendientes adeudos pendientes adeudos pendientes académicos, Cobranza adeudos pendientes adeudos pendientes adeudos pendientes adeudos pendientes adeudos pendientes financieros, Cobranza adeudos pendientes adeudos pendientes adeudos pendientes adeudos pendientes adeudos pendientes administrativos, Cobranza adeudos pendientes adeudos pendientes adeudos pendientes adeudos pendientes adeudos pendientes deudas, Cobranza adeudos pendientes adeudos pendientes adeudos pendientes adeudos pendientes adeudos pendientes adeudos, Cobranza adeudos pendientes adeudos pendientes adeudos pendientes adeudos pendientes adeudos pendientes adeudos pendientes, Cobranza adeudos pendientes adeudos pendientes adeudos pendientes adeudos pendientes adeudos pendientes adeudos pendientes estudiantiles, Cobranza adeudos pendientes adeudos pendientes adeudos pendientes adeudos pendientes adeudos pendientes adeudos pendientes institucionales, Cobranza adeudos pendientes adeudos pendientes adeudos pendientes adeudos pendientes adeudos pendientes adeudos pendientes académicos, Cobranza adeudos)","1 - Ingrese en el menÃº {Administrativa/ GestiÃ³n de Cobranza/ Informe de Cobranza}.
2 - Seleccione el rango de fecha usando el Filtro de [Fecha], si desea ver el informe solo de un Alumno utilize el filtro de [Alumno], si desea ver de todos los alumnos deje vacÃ­o el filtro.
3 - Luego haga clik en el botÃ³n [Procesar].
4 - Luego elija el Informe que vaya acuerdo a su necesidad habilitado en la parte de abajo haciendo click en uno de los botones. Ej: [Detallado por Alumno], [Resumido por Cobranza].",
43482,Â¿Como seleccionar o elegir una o varias cuentas en la cobranza?,"Al crear una nueva cobranza, para seleccionar una cuenta especÃ­fica a ser cobrada.
1 - Haga click sobre la cuenta que desea cobrar y presione en el teclado la tecla ESPACIO, con ella se selecciona la tecla.
2 - De la misma manera, si desea seleccionar varias cuentas, vaya haciendo click sobre cada una de ellas y presione la Tecla ESPACIO para seleccionar las que desea cobrar.",
43684,Â¿Como ver un informe de las cuentas/ saldos/ deudas pendientes de mis clientes?,"Tags:  #informe, #cuenta 

1 - Ingrese desde el menÃº en {Movimientos/ Informe de Cuentas}.
2 - Seleccione el rango de fecha de vencimiento, si desea ver todas las cuentas, deje vacÃ­o el filtro de arriba y el de abajo deje con fecha de hoy o coloque una fecha posterior a hoy.
3 - Tambien puede usar el filtro de Cliente si desea solo ver de un cliente.
5 - Luego haga clic en el botÃ³n [Procesar].
6 - Y luego haga clic en el boton [Informe detallado por cliente] o [Informe Agrupado por cliente], dependiendo de la necesidad, puede utilizar cualquiera de los informes.",
44230,"Como anular o eliminar una deuda de un alumno? (Aquí te dejo 3 palabras clave o sinónimos técnicos para buscar:

Anular deuda estudiantil, cancelar adeudo alumno, eliminar adeudo estudiantil.)","1 - Ingrese desde el menÃº en {Inscripcion}.
2 - Presione en el Teclado la tecla F12 o haga click en el campo {Alumno:}, coloque el nombre del alumno que desea buscar y presione ENTER.
3 - Le traerÃ¡ todas las incripciones correspondientes de ese Alumno.
4 - Seleccione la inscripciÃ³n correspondiente a la deuda que desea eliminar haciendo click sobre Ã©l.
5 - Luego del lado derecho donde estÃ¡ las deudas con su aranceles, seleccione la deuda que desea Eliminar haciendo click sobre Ã©l.
6 - Por Ãºltimo, haga click en el botÃ³n [Eliminar] que estÃ¡ abajo con letras de color rojo y Listo.",
44305,"Â¿Como imprimir orden de Pago? (Aquí te dejo 3 palabras clave o sinónimos técnicos para buscar ""¿Cómo imprimir orden de pago?"":

Factura, Impresión, Comprobante)","1 - Ingrese en el menÃº {Compras/ GestiÃ³n de Planilla de Pago/ Planilla de Orden de Pago.}
2 - Haga click en el botÃ³n [Nuevo].
3 - Inserte la fecha DESDE que fecha HASTA que fecha desea obtener las deudas a vencer, si desea traer todas las pendientes, coloque en el campo DESDE, una fecha lejana a la fecha actual.
4 - Se debe de posicionar sobre la Columna SALDO, identifique las deudas que desea imprimir su Orden de Pago y seleccione con presionando en el teclado la tecla ESPACIO.
5 - Luego de seleccionar la / las cuentas que desea imprimir, haga click en [Guardar].
6 - Por Ãºltimo, haga click en el botÃ³n [Imp Orden].",
44514,Â¿Como se cambia los datos de soporte de Atencion al Cliente?.,"TAG: Implementador / contacto. 

1. Ingrese en el menu: [Utilidades\Configuraciones].
2. Haga clic en la pestaÃ±a Avanzadas.
3. Complete o modifique los datos de: Soporte tecnico y Telefono de Soporte Tecnico.
4. Haga clic en el boton [Actualizar].",
45175,"Â¿Como implementar control de vencimiento de cuentas? (Aquí te dejo 3 palabras clave o sinónimos técnicos para buscar:

Gestión de vencimientos, control de plazos, gestión de caducidad.)","1 - Ingrese en el menÃº {Utilidades/ Configuraciones/ PestaÃ±a Cuentas/Deudas.23}.

2 - En el campo: Dias desde para el control de fecha de vencimiento de cuenta [         ], coloque los dÃ­as hÃ¡biles de vencimiento, anterior a la fecha actual, donde permita colocar una fecha vencimiento hasta esa fecha, Ejemplo: si coloca 1825, solo le va a permitir cargar una fecha atrasada de hasta 5 aÃ±os antes de la fecha actual.

3 - En el campo: Dias Hasta para el control de fecha de vencimiento de cuenta [         ], coloque los dÃ­as hÃ¡biles de vencimiento, posterior a la fecha actual, donde permita colocar una fecha vencimiento hasta esa fecha, Ejemplo: si coloca 1825, solo le va a permitir cargar una fecha posterior de hasta 5 aÃ±os despuÃ©s de la fecha actual.",
45176,"Como implementar el HCK. Datos de Cliente de Hechauka. (Aquí te dejo 3 palabras clave o sinónimos técnicos para buscar:

Hechauka, HCK, API de cliente

Estas palabras clave pueden ayudarte a encontrar información relevante sobre cómo implementar el HCK y obtener datos de cliente de Hechauka.)","TAG: Cliente, Set, Hacienda. 

1 - Crear una carpeta ruc dentro de la carpeta del Baris, dentro de la carpeta ruc, guarde los 9 archivos que se descargan de la pÃ¡gina de la set = 

https://www.set.gov.py/portal/PARAGUAY-SET/InformesPeriodicos?folder-id=repository:collaboration:/sites/PARAGUAY-SET/categories/SET/Informes%20Periodicos/listado-de-ruc-con-sus-equivalencias.

2 - En el Sistema, ingrese en el menÃº {Utilidades/ Gestion SET hechauka}.

3 - Haga click en el check [  ] GestiÃ³n SET no borra lo anterior. zap

4 - Haga click en el botÃ³n [Carga de ruc desde el archivo Hechauka].

5 - Busque la carpeta ruc creada previamente y haga doble click en Ã©l, una vez dentro, seleccione el archivo ruc0.txt (seleccione uno nada mÃ¡s) y haga click en el botÃ³n [Aceptar].

6 - Al cargar, haga un click con el mouse, luego le aparecerÃ¡ una vista previa y presione CTRL + W en el teclado.

7 - Repita los mismos pasos mencionados desde la instrucciÃ³n 4 hasta la instrucciÃ³n 6, seleccionando el siguiente archivo. Ejemplo: ruc1.txt, ruc2.txt, etc.",
45679,Â¿Como configurar para que no permita registrar una venta sin items de articulos?,"1- Ingrese al menÃº {Utilidades/ Configuraciones/ Venta 2.07} 
2- Desmarque la opciÃ³n ""Permite Vender sin item de articulo""
3- Presione el botÃ³n [Actualizar]",
45699,"Â¿Como configurar un descuento mÃ¡ximo en venta por escritorio? (Aquí te dejo 3 palabras clave o sinónimos técnicos para buscar:

Descuento máximo, precio de venta por escritorio, descuento máximo en venta.)","1 - Ingrese en el menÃº {Utilidades/ Configuraciones/ PestaÃ±a Venta 1.06}.
2 - En el campo de: MÃ¡ximo descuento para venta [          ], ingrese el porcentaje mÃ¡ximo permitido para realizar descuentos.
3 - Luego, abajo, en el botÃ³n [SeÃ±a para mÃ¡ximo descuento], haga click, e inserte una seÃ±a que habilite un descuento mayor al permitido y presione en el teclado ENTER.
4 - Luego, repita la seÃ±a y vuelva a presionar ENTER.",
45789,Â¿Como cambiar el cÃ³digo de registros en el Sistema Baris ? / Quiero cambiar el codigo de un cliente/ articulo,"1 - Ingrese en el menÃº {Utilidades/ j.Cambio de Codigo}.
2 - Ingrese el cÃ³digo del Registro que desea cambiar en el campo [Actual], Ej: 99.
3 - Luego Ingrese el nuevo cÃ³digo del registro que desea asignar en el campo [Nuevo], Ej: 88.
4 - Haga click en el botÃ³n [Confirmar].
5 - Escriba ESTOY SEGURO, para confirmar el camio de CÃ³digo.",
46410,Â¿Como activar y colocar seÃ±a para controlar cliente que tiene cuenta vencida y colocar dÃ­as de Gracia?,"1 - Ingrese en el menÃº {Utilidades/Configuraciones.
2  - Vaya a la pestaÃ±a [Presupuesto.16].
3 - Haga click en la opciÃ³n [  ] Avisa cuando cliente tiene cuenta vencida.
4 - Al lado, en dÃ­as de Gracia [      ], coloque la cantidad de dÃ­as que no serÃ¡n controlados luego de vencer la cuenta.
5 - Para colocar la seÃ±a, en la parte inferior de la pantalla, haga click en el botÃ³n [SeÃ±a para cliente tiene CUENTA vencida].
6 - Inserte la seÃ±a que desea, presione ENTER y vuelva a repertir la seÃ±a y presione ENTER una vez mÃ¡s.",
